Plant_Name,Scientific_Name,Plant_Type,Life_Cycle,Soil_Type,Sunlight_Needs,Water_Needs,Use,Poisonous,Preferred_Zone,Soil_PH,Size,Spacing
Walnut,Juglans regia,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.0-7.0,1-3 ft,12-18 in
Wasabi,Eutrema japonicum,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,Yes,9-11,6.5-7.5,1-3 ft,12-18 in
Water Celery,Oenanthe javanica,Aquatic,Perennial,Clay,Full Sun,High,Edible,No,6-10,6.0-7.5,1-2 ft,1-2 ft
Water Chestnut,Eleocharis dulcis,Vegetable,Perennial,Loam,Full Sun,High,Edible,No,9-11,6.5-7.2,1-2 ft,12-18 in
Water Clover,Marsilea quadrifolia,Aquatic,Perennial,Clay,Full Sun,High,Ornamental,No,5-10,5.5-7.5,6-12 in,6-12 in
Water Fern,Salvinia natans,Aquatic,Annual,Aquatic,Full Sun,High,Ornamental,No,6-11,5.5-7.5,6-12 in,1-2 ft
Water Forget-me-not,Myosotis scorpioides,Aquatic,Perennial,Clay,Full Sun,High,Ornamental,No,5-9,6.0-7.0,1-2 ft,1-2 ft
Water Hawthorn,Aponogeton distachyos,Aquatic,Perennial,Aquatic,Full Sun,High,Edible,No,8-11,6.0-7.5,1-2 ft,1-2 ft
Water Hemlock,Cicuta maculata,Herb,Perennial,Loam,Full Sun,High,Ornamental,Yes,4-8,5.5-7.0,3-8 ft,12-24 in
Water Hyacinth,Eichhornia crassipes,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,Yes,9-11,6.5-7.5,1-3 ft,12-18 in
Water Lettuce,Pistia stratiotes,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.5-7.5,3-6 ft,24-36 in
Water Lily,Nymphaea spp.,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,9-11,6.0-7.5,6-10 ft,18-24 in
Water Milfoil,Myriophyllum spicatum,Aquatic,Perennial,Aquatic,Full Sun,High,Ornamental,No,4-10,6.0-8.0,6-10 ft,1-2 ft
Water Mint,Mentha aquatica,Aquatic,Perennial,Loam,Full Sun,High,Edible,No,5-10,6.0-7.5,1-2 ft,1-2 ft
Water Pepper,Persicaria hydropiper,Herb,Annual,Loam,Full Sun,Medium,Edible,No,5-9,5.5-7.0,1-3 ft,6-12 in
Water Plantain,Alisma plantago-aquatica,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,Yes,4-9,6.0-7.5,2-4 ft,12-18 in
Water Purslane,Ludwigia palustris,Aquatic,Perennial,Clay,Full Sun,High,Edible,No,6-11,5.0-7.5,1-2 ft,1-2 ft
Water Shield,Brasenia schreberi,Aquatic,Perennial,Clay,Full Sun,High,Edible,No,5-10,6.0-7.5,2-4 ft,2-4 ft
Water Smartweed,Persicaria amphibia,Aquatic,Perennial,Clay,Full Sun,High,Edible,No,4-10,6.0-8.0,1-3 ft,1-3 ft
Water Soldier,Stratiotes aloides,Aquatic,Perennial,Aquatic,Full Sun,High,Ornamental,No,5-10,6.0-8.0,1-2 ft,1-2 ft
Water Stargrass,Heteranthera dubia,Aquatic,Perennial,Aquatic,Full Sun,High,Ornamental,No,4-10,6.0-8.0,1-3 ft,1-2 ft
Water Yam,Dioscorea alata,Vine,Perennial,Loam,Full Sun,Medium,Edible,No,9-12,5.5-7.5,10-15 ft,12-18 in
Watercress,Nasturtium officinale,Aquatic,Perennial,Aquatic,Full Sun,High,Edible,No,5-10,6.5-7.5,6-12 in,6-12 in
Watermelon,Citrullus lanatus,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,8-11,6.0-7.5,2-3 ft,12-18 in
Waterwheel Plant,Aldrovanda vesiculosa,Carnivorous,Annual,Peat,Full Sun,High,Ornamental,No,8-12,6.0-7.5,6-12 in,12-18 in
Weeping Fig,Ficus benjamina,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,3-10,6.5-7.5,1-3 ft,12-18 in
Weigela,Weigela florida,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,6-11,6.5-7.5,1-3 ft,12-18 in
Western Lily,Lilium occidentale,Herb,Perennial,Loam,Full Sun,High,Ornamental,N/A,9-11,5.5-7.0,1-2 ft,12-18 in
Western Prairie Fringed Orchid,Platanthera praeclara,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,3-7,6.0-7.5,1-3 ft,12-18 in
Western Redcedar,Thuja plicata,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,5-8,5.0-7.5,50-80 ft,15-25 ft
White Ash,Fraxinus americana,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,4-9,6.0-7.0,60-80 ft,30-50 ft
White Baneberry,Actaea pachypoda,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,3-8,5.0-7.0,1-3 ft,12-18 in
White Birch,Betula papyrifera,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,3-10,6.5-7.5,1-3 ft,12-18 in
White Fringeless Orchid,Platanthera integrilabia,Herb,Perennial,Loam,Full Sun,High,Ornamental,N/A,6-9,5.5-7.0,1-2 ft,12-18 in
White Oak,Quercus alba,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,3-9,5.5-7.5,60-80 ft,30-50 ft
White Pepper,Piper nigrum,Vegetable,Perennial,Loam,Partial Shade,High,Edible,No,11-12,5.5-7.0,6-30 ft,3-5 ft
White Prairie Clover,Dalea candida,Herb,Perennial,Loam,Full Sun,Low,Ornamental,No,3-8,6.0-7.5,1-3 ft,12-18 in
White Sapote,Casimirola edulis,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,9-11,6.0-8.0,30-60 ft,20-30 ft
White Snakeroot,Ageratina altissima,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-8,6.0-7.5,1-4 ft,12-18 in
White Wakerobin,Trillium simile,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,N/A,5-8,5.5-7.5,1-2 ft,12-18 in
White-haired Goldenrod,Solidago albopilosa,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,N/A,6-8,6.0-7.5,1-2 ft,12-18 in
White-Top Pitcher Plant,Sarracenia leucophylla,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,7-10,4.0-6.0,12-36 in,12-18 in
Wiggins' Acacia,Acacia greggii var. wigginsii,Tree,Perennial,Loam,Full Sun,Low,Ornamental,N/A,10-12,6.0-8.0,6-15 ft,6-12 ft
Wild Bergamot,Monarda fistulosa,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-11,6.5-7.5,1-3 ft,12-18 in
Wild Blue Phlox,Phlox divaricata,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,6-11,6.5-7.5,1-2 ft,6-12 in
Wild Calla,Calla palustris,Herb,Perennial,Loam,Partial Shade,High,Ornamental,Yes,3-8,5.5-7.0,1-2 ft,12-18 in
Wild Carrot,Daucus carota,Herb,Biennial,Loam,Full Sun,Medium,Edible,No,3-10,6.0-6.8,8-12 in,2-4 in
Wild Columbine,Aquilegia canadensis,Aquatic,Perennial,Loam,Partial Shade,High,Ornamental,No,9-11,6.0-7.5,2-6 in,2-6 in
Wild Garlic,Allium vineale,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,6.0-7.5,1-2 ft,6-12 in
Wild Geranium,Geranium maculatum,Aquatic,Perennial,Loam,Partial Shade,High,Ornamental,No,9-11,6.0-7.5,2-4 in,2-4 in
Wild Ginger,Asarum canadense,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,6-11,6.0-7.5,2-4 in,2-4 in
Wild Indigo,Baptisia australis,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,9-11,6.0-7.5,2-4 in,2-4 in
Wild Leek,Allium tricoccum,Herb,Perennial,Loam,Partial Shade,Medium,Edible,No,3-8,5.5-7.0,1-2 ft,6-12 in
Wild Lupine,Lupinus perennis,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.0-7.5,2-4 in,2-4 in
Wild Rice,Zizania aquatica,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.5-7.5,3-6 ft,24-36 in
Wild Senna,Senna hebecarpa,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.5-7.5,6-8 ft,24-36 in
Wild Yam,Dioscorea villosa,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,5.5-7.5,10-15 ft,12-18 in
Willamette Daisy,Erigeron decumbens var. decumbens,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,7-9,6.0-7.5,1-2 ft,12-18 in
Windmill Palm,Trachycarpus fortunei,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,9-11,6.0-7.5,6-10 ft,18-24 in
Winged Bean,Psophocarpus tetragonolobus,Vegetable,Annual,Loam,Full Sun,Medium,Edible,No,10-11,5.5-6.5,10-15 ft,6-8 in
Winter Savory,Satureja montana,Herb,Perennial,Loam,Full Sun,Low,Edible,No,6-8,6.8-7.5,12-18 in,8-10 in
Winterberry,Ilex verticillata,Aquatic,Perennial,Loam,Full Sun,High,Edible,Yes,8-11,5.5-7.0,3-6 ft,18-24 in
Wisteria,Wisteria sinensis,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,Yes,4-9,6.0-7.5,2-4 ft,12-18 in
Witch Hazel,Hamamelis virginiana,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,7-11,6.0-7.5,2-6 ft,18-24 in
Wood Apple,Limonia acidissima,Tree,Perennial,Loam,Full Sun,Low,Edible,No,10-11,5.0-7.5,20-40 ft,15-20 ft
Wood Avens,Geum urbanum,Herb,Perennial,Loam,Partial Shade,Medium,Edible,No,4-9,6.0-7.0,1-2 ft,8-12 in
Yacon,Smallanthus sonchifolius,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,8-11,5.5-7.5,4-6 ft,18-24 in
Yacón,Smallanthus sonchifolius,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,8-11,5.5-7.5,4-6 ft,18-24 in
Yadkin River Goldenrod,Solidago plumosa,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,6-8,6.0-7.5,1-2 ft,12-18 in
Yam,Dioscorea alata,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,8-11,6.0-7.5,2-3 ft,12-18 in
Yam Bean,Pachyrhizus erosus,Vine,Perennial,Loam,Full Sun,Medium,Edible,No,10-12,5.5-7.5,8-15 ft,12-18 in
Yam Daisy,Microseris lanceolata,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,8-10,6.0-7.5,1-2 ft,12-18 in
Yampah,Perideridia americana,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,5-9,5.5-7.5,1-3 ft,12-18 in
Yardlong Bean,Vigna unguiculata subsp. sesquipedalis,Vegetable,Annual,Loam,Full Sun,Medium,Edible,No,10-11,6.0-7.5,8-12 ft,6-8 in
Yarrow,Achillea millefolium,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,3-10,6.5-7.5,1-3 ft,12-18 in
Yautia,Xanthosoma sagittifolium,Herb,Perennial,Loam,Full Sun,High,Edible,No,9-12,5.5-7.5,3-5 ft,18-24 in
Yautía blanca,Xanthosoma sagittifolium,Herb,Perennial,Loam,Full Sun,High,Edible,No,9-12,5.5-7.5,3-5 ft,18-24 in
Yellow Birch,Betula alleghaniensis,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,3-7,5.0-7.0,60-80 ft,20-30 ft
Yellow Flag Iris,Iris pseudacorus,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,3-10,6.5-7.5,1-3 ft,12-18 in
Yellow Jessamine,Gelsemium sempervirens,Vine,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,7-10,6.0-7.0,10-20 ft,8-12 in
Yellow Pitcher Plant,Sarracenia flava,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,6-9,4.0-6.0,12-36 in,12-18 in
Yellow Yam,Dioscorea cayenensis,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,9-12,5.5-7.5,10-15 ft,12-18 in
Yellowhorn,Xanthoceras sorbifolium,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,5-9,6.0-7.5,8-20 ft,8-15 ft
Yew,Taxus baccata,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,6-11,6.5-7.5,1-2 ft,6-12 in
Yosemite Woolly Sunflower,Eriophyllum lanatum var. hallii,Herb,Perennial,Sandy,Full Sun,Low,Ornamental,N/A,7-10,6.0-8.0,1-2 ft,12-18 in
Yuca (Cassava),Manihot esculenta,Vegetable,Perennial,Loam,Full Sun,Low,Edible,Yes,9-11,5.5-7.0,6-10 ft,3-4 ft
Yucca,Yucca filamentosa,Aquatic,Perennial,Loam,Partial Shade,High,Ornamental,No,9-11,6.0-7.5,2-6 in,2-6 in
Zantedeschia,Zantedeschia aethiopica,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,8-10,6.0-7.5,1-3 ft,12-18 in
Zebra Haworthia,Haworthia fasciata,Succulent,Perennial,Sandy,Full Sun,Low,Ornamental,No,9-11,6.0-7.5,6-8 in,6-8 in
Zinnia,Zinnia elegans,Aquatic,Perennial,Loam,Partial Shade,High,Ornamental,No,9-11,6.0-7.5,2-4 in,2-4 in
Zoysia Grass,Zoysia spp.,Grass,Perennial,Loam,Full Sun,Medium,Ornamental,No,6-10,6.0-6.5,6-12 in,12-18 in
Zucchini,Cucurbita pepo,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,6-11,6.0-7.5,2-4 in,2-4 in
ZZ Plant,Zamioculcas zamiifolia,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,9-11,6.0-7.5,2-4 in,2-4 in
